user_id,date,count
user_000957,2008-03-01,667
user_000882,2008-03-01,903
user_000202,2008-03-01,254
user_000872,2008-03-01,317
user_000249,2008-03-01,680
user_000935,2008-03-01,425
user_000329,2008-03-01,4704
user_000807,2008-03-01,180
user_000091,2008-03-01,119
user_000033,2008-03-01,953
user_000337,2008-03-01,77
user_000802,2008-03-01,554
user_000141,2008-03-01,1875
user_000350,2008-03-01,435
user_000912,2008-03-01,174
user_000880,2008-03-01,58
user_000790,2008-04-01,1046
user_000716,2008-04-01,154
user_000912,2008-04-01,242
user_000882,2008-04-01,680
user_000986,2008-04-01,1210
user_000874,2008-04-01,1252
user_000880,2008-04-01,92
user_000751,2008-04-01,77
user_000872,2008-04-01,1010
user_000767,2008-04-01,1449
user_000807,2008-04-01,556
user_000957,2008-04-01,559
user_000787,2008-04-01,386
user_000974,2008-04-01,3
user_000935,2008-04-01,468
user_000802,2008-04-01,645
user_000540,2008-04-01,709
user_000350,2008-04-01,368
user_000202,2008-04-01,412
user_000141,2008-04-01,2023
user_000249,2008-04-01,734
user_000262,2008-04-01,31
user_000091,2008-04-01,1303
user_000319,2008-04-01,391
user_000329,2008-04-01,1445
user_000337,2008-04-01,28
user_000033,2008-04-01,652
user_000374,2008-04-01,65
user_000407,2008-04-01,352
user_000415,2008-04-01,128
user_000453,2008-04-01,913
user_000174,2008-04-01,1137
user_000001,2008-04-01,362
user_000709,2008-04-01,113
user_000707,2008-04-01,404
user_000019,2008-04-01,61
user_000912,2008-05-01,174
user_000329,2008-05-01,4718
user_000453,2008-05-01,975
user_000807,2008-05-01,886
user_000935,2008-05-01,564
user_000319,2008-05-01,293
user_000974,2008-05-01,54
user_000709,2008-05-01,25
user_000872,2008-05-01,814
user_000716,2008-05-01,177
user_000262,2008-05-01,619
user_000091,2008-05-01,1006
user_000249,2008-05-01,978
user_000874,2008-05-01,906
user_000202,2008-05-01,275
user_000001,2008-05-01,345
user_000540,2008-05-01,694
user_000337,2008-05-01,63
user_000415,2008-05-01,183
user_000767,2008-05-01,1402
user_000019,2008-05-01,133
user_000882,2008-05-01,1175
user_000174,2008-05-01,868
user_000407,2008-05-01,292
user_000751,2008-05-01,167
user_000802,2008-05-01,93
user_000787,2008-05-01,1155
user_000957,2008-05-01,1122
user_000374,2008-05-01,82
user_000986,2008-05-01,332
user_000790,2008-05-01,1288
user_000033,2008-05-01,486
user_000350,2008-05-01,607
user_000141,2008-05-01,1107
user_000707,2008-05-01,475
user_000912,2008-06-01,30
user_000001,2008-06-01,648
user_000935,2008-06-01,280
user_000079,2008-06-01,450
user_000033,2008-06-01,315
user_000141,2008-06-01,950
user_000957,2008-06-01,365
user_000019,2008-06-01,95
user_000974,2008-06-01,425
user_000091,2008-06-01,917
user_000709,2008-06-01,418
user_000262,2008-06-01,62
user_000174,2008-06-01,1075
user_000707,2008-06-01,64
user_000716,2008-06-01,106
user_000540,2008-06-01,1068
user_000453,2008-06-01,670
user_000751,2008-06-01,136
user_000415,2008-06-01,438
user_000767,2008-06-01,1214
user_000407,2008-06-01,423
user_000787,2008-06-01,578
user_000374,2008-06-01,104
user_000882,2008-06-01,842
user_000350,2008-06-01,554
user_000802,2008-06-01,376
user_000329,2008-06-01,3458
user_000319,2008-06-01,375
user_000807,2008-06-01,724
user_000872,2008-06-01,553
user_000249,2008-06-01,1313
user_000874,2008-06-01,1549
user_000204,2008-06-01,248
user_000202,2008-06-01,155
user_000880,2008-06-01,1
user_000790,2008-06-01,1715
user_000986,2008-06-01,733
