user_id,date,count
B00482XFDA,2014-01-01,3
B0048W3SQ4,2014-01-01,2
B004AUYGJW,2014-01-01,2
B004AUHQD0,2014-01-01,1
B004AU8K3K,2014-01-01,1
B004ATSTLY,2014-01-01,1
B004ATPEH6,2014-01-01,2
B004AR6W9W,2014-01-01,1
B004AQTAMO,2014-01-01,1
B004AP05QU,2014-01-01,1
B004AC3HMC,2014-01-01,1
B004ABZSFW,2014-01-01,2
B004ABYQD2,2014-01-01,2
B004ABXO08,2014-01-01,3
B0048IQQSA,2014-01-01,2
B004ABW9V8,2014-01-01,1
B0049Z4F3K,2014-01-01,1
B0049Z2S2A,2014-01-01,1
B0049XOHT4,2014-01-01,1
B0049SEVJA,2014-01-01,1
B0049SEVDQ,2014-01-01,6
B0049SBCWE,2014-01-01,1
B0048ZOJJG,2014-01-01,1
B0048ZFVUC,2014-01-01,3
B0048YE6LS,2014-01-01,5
B0048W8W92,2014-01-01,1
B0048W7HM0,2014-01-01,2
B0048W3SRS,2014-01-01,3
B004A1U6EU,2014-01-01,2
B0045IC7JK,2014-01-01,1
B004EXU2J8,2014-01-01,1
B004FA0R0O,2014-01-01,1
B004UJ6XEY,2014-01-01,4
B004UE3784,2014-01-01,5
B004U8M8QC,2014-01-01,2
B004U7C1HE,2014-01-01,1
B004U426HC,2014-01-01,1
B004U420VO,2014-01-01,1
B004TVS404,2014-01-01,12
B004SS0HHQ,2014-01-01,2
B004SS08DO,2014-01-01,1
B004SLCYRO,2014-01-01,1
B004SKDOJW,2014-01-01,1
B004SBW17W,2014-01-01,6
B004UOECW4,2014-01-01,1
B004SBVHJU,2014-01-01,1
B004S5OTM8,2014-01-01,2
B004RZHGHO,2014-01-01,1
B004RV8E24,2014-01-01,1
B004RUEIH0,2014-01-01,1
B004RSCT3W,2014-01-01,4
B004RR0278,2014-01-01,1
B004ROYSXU,2014-01-01,1
B004RLCLTG,2014-01-01,1
B004RFZ2ES,2014-01-01,2
B004RF0JUU,2014-01-01,1
B004RDNBCU,2014-01-01,1
B004RCI9C8,2014-01-01,1
B004SBST2S,2014-01-01,2
B004R9A99W,2014-01-01,1
B004UPCQ3U,2014-01-01,2
B004UVD1I8,2014-01-01,1
B004XM0TUW,2014-01-01,1
B004XKONU6,2014-01-01,1
B004X0Y9N2,2014-01-01,3
B004X0XT2O,2014-01-01,1
B004WW88BK,2014-01-01,1
B004WV3A5A,2014-01-01,1
B004WV0C92,2014-01-01,2
B004WSNP5S,2014-01-01,2
B004WHQ6AA,2014-01-01,1
B004WC4XA0,2014-01-01,2
B004WC3UZE,2014-01-01,1
B004W4CK44,2014-01-01,1
B004UPD486,2014-01-01,1
B004W01PHG,2014-01-01,1
B004VSST9Q,2014-01-01,3
B004VSQN8K,2014-01-01,1
B004VS5V10,2014-01-01,1
B004VQK9XW,2014-01-01,2
B004VNB1X2,2014-01-01,1
B004VLGQSY,2014-01-01,1
B004V7C1GY,2014-01-01,1
B004V53RLE,2014-01-01,1
B004V51VCG,2014-01-01,1
B004UXY5OA,2014-01-01,1
B004UXY5D6,2014-01-01,1
B004UXXU9G,2014-01-01,1
B004VUKEBA,2014-01-01,1
B004F9UJUS,2014-01-01,1
B004QSBAJW,2014-01-01,1
B004QNM230,2014-01-01,1
B004KG5FY6,2014-01-01,1
B004KCIWHM,2014-01-01,2
B004KCDSW6,2014-01-01,3
B004KBTH8G,2014-01-01,4
B004KBM2AQ,2014-01-01,1
B004K92YQU,2014-01-01,3
B004JYTZWW,2014-01-01,1
B004JXKVYO,2014-01-01,1
B004JDYLKY,2014-01-01,1
B004J7VHHK,2014-01-01,1
B004J54WTC,2014-01-01,1
B004J52Y1K,2014-01-01,1
B004KPAXXU,2014-01-01,3
B004J274AE,2014-01-01,1
B004IU8CT4,2014-01-01,1
B004IU7PD8,2014-01-01,1
B004ISGCR0,2014-01-01,2
B004ILMCXA,2014-01-01,1
B004I5UT7C,2014-01-01,1
B004HYXW1O,2014-01-01,1
B004H82676,2014-01-01,1
B004H65S6Y,2014-01-01,1
B004GXVOD4,2014-01-01,1
B004GL5L44,2014-01-01,1
B004G3O4ZO,2014-01-01,1
B004FBFZK0,2014-01-01,1
B004IUENN8,2014-01-01,1
B004QQ2WDC,2014-01-01,1
B004L30YLC,2014-01-01,1
B004LD88UG,2014-01-01,1
B004QNF0W0,2014-01-01,1
B004QDTP2Q,2014-01-01,1
B004QBDB64,2014-01-01,2
B004Q69TRY,2014-01-01,2
B004PLUOAQ,2014-01-01,2
B004OTY1EO,2014-01-01,1
B004OJ5ESQ,2014-01-01,1
B004O4J4VE,2014-01-01,2
B004NYQDX2,2014-01-01,1
B004NYPAPO,2014-01-01,1
B004NYNGW8,2014-01-01,3
B004NYNGTQ,2014-01-01,6
B004L99MNW,2014-01-01,3
B004NYMVNI,2014-01-01,1
B004N4KMUM,2014-01-01,1
B004N05TL8,2014-01-01,2
B004MGVVT2,2014-01-01,1
B004MFNFS8,2014-01-01,1
B004ME7BVQ,2014-01-01,1
B004MB1M50,2014-01-01,1
B004M8PTDE,2014-01-01,1
B004LQ5LQW,2014-01-01,1
B004LKJAEC,2014-01-01,1
B004LIA8GI,2014-01-01,2
B004LIA5ZW,2014-01-01,1
B004LH4S7E,2014-01-01,1
B004N8SY6W,2014-01-01,1
B0045GJR2C,2014-01-01,1
B0045F2U3Q,2014-01-01,1
B0045EDGOE,2014-01-01,1
B003AXD8I0,2014-01-01,1
B003ACHIL4,2014-01-01,3
B003A982EY,2014-01-01,1
B003A981VI,2014-01-01,1
B003A97AT2,2014-01-01,1
B003A96TU8,2014-01-01,1
B003A96PQQ,2014-01-01,2
B003A7YL64,2014-01-01,2
B003A7X69M,2014-01-01,1
B0039W6BTK,2014-01-01,1
B0039W489K,2014-01-01,1
B0039F9ZHM,2014-01-01,1
B003B2QPZI,2014-01-01,2
B0039A8QVI,2014-01-01,1
B0038YID1S,2014-01-01,5
B0038ROQAC,2014-01-01,1
B00386JX7O,2014-01-01,1
B00382MONS,2014-01-01,4
B00382GYXE,2014-01-01,1
B00380DYZM,2014-01-01,2
B00370HG0C,2014-01-01,1
B0036NUB6Q,2014-01-01,2
B00367O7KI,2014-01-01,1
B0035XHD5Y,2014-01-01,1
B0035TSLQS,2014-01-01,1
B0035TMTSO,2014-01-01,2
B0039923MM,2014-01-01,1
B0034YMFC0,2014-01-01,2
B003BE5MV4,2014-01-01,1
B003BNCBVY,2014-01-01,1
B003JPO860,2014-01-01,1
B003JON4RA,2014-01-01,2
B003J9YJQK,2014-01-01,1
B003J5WO48,2014-01-01,2
B003IVWS94,2014-01-01,3
B003IS9G7O,2014-01-01,1
B003IOQL3U,2014-01-01,1
B003INW0IQ,2014-01-01,1
B003INVQVS,2014-01-01,1
B003HB9NPM,2014-01-01,1
B003GCXYXY,2014-01-01,2
B003G92Q2C,2014-01-01,1
B003BE7NWU,2014-01-01,1
B003G8WI7G,2014-01-01,3
B003FQJSVI,2014-01-01,2
B003FQJE12,2014-01-01,1
B003E35KXW,2014-01-01,1
B003DUJM3A,2014-01-01,2
B003DSNR1A,2014-01-01,1
B003DRT0QM,2014-01-01,2
B003DREJWM,2014-01-01,2
B003DPGCM4,2014-01-01,1
B003D30R8G,2014-01-01,1
B003CESQLQ,2014-01-01,2
B003CAG248,2014-01-01,1
B003BREHBM,2014-01-01,1
B003FRP7WQ,2014-01-01,2
B003JV6A7Y,2014-01-01,2
B0034SIO3A,2014-01-01,2
B0034EADHE,2014-01-01,1
B002WQ0TN8,2014-01-01,1
B002WPTZ4S,2014-01-01,1
B002WPPZT2,2014-01-01,1
B002WMP162,2014-01-01,9
B002WJHAZU,2014-01-01,2
B002VW2VYI,2014-01-01,2
B002VVV2VM,2014-01-01,1
B002VOP5TY,2014-01-01,1
B002VOLNAY,2014-01-01,1
B002VLQVNG,2014-01-01,1
B002VGYOPS,2014-01-01,1
B002VFJDUK,2014-01-01,1
B002WZO26Y,2014-01-01,1
B002VF7BM2,2014-01-01,1
B002UVEJS6,2014-01-01,5
B002UVDXHY,2014-01-01,1
B002UV9CDI,2014-01-01,4
B002U95UR2,2014-01-01,1
B002U6QTJI,2014-01-01,1
B002TYNSY0,2014-01-01,1
B002TSM9NC,2014-01-01,1
B002TG4DZQ,2014-01-01,1
B002TA2CM8,2014-01-01,6
B002T9PFKA,2014-01-01,1
B002T3FZJW,2014-01-01,3
B002T014KY,2014-01-01,2
B002V5M46U,2014-01-01,1
B0034IIGAQ,2014-01-01,2
B002X9RH2K,2014-01-01,2
B002XMJ7IO,2014-01-01,4
B0033UL47C,2014-01-01,1
B00330WKMA,2014-01-01,7
B00330UFQS,2014-01-01,3
B0032PEGKU,2014-01-01,1
B0031IL5RA,2014-01-01,2
B0031HBAAS,2014-01-01,1
B0031DMRF4,2014-01-01,2
B0031DKL2U,2014-01-01,1
B0031COQ2M,2014-01-01,1
B0031734N4,2014-01-01,2
B00314414I,2014-01-01,1
B00313Z08A,2014-01-01,1
B002XHSDU2,2014-01-01,1
B0030GQEJ2,2014-01-01,1
B00307MX7S,2014-01-01,1
B00306ZEKW,2014-01-01,1
B002ZG982S,2014-01-01,1
B002YTXKG6,2014-01-01,1
B002YSOVWE,2014-01-01,2
B002YSN8AU,2014-01-01,1
B002YBV32M,2014-01-01,1
B002Y5F6N0,2014-01-01,1
B002XTOIZ4,2014-01-01,1
B002XSXZPY,2014-01-01,1
B002XSWNMK,2014-01-01,1
B002XSWMU8,2014-01-01,2
B0030BDDWI,2014-01-01,3
B003JY8ATM,2014-01-01,1
B003KLT3EU,2014-01-01,1
B003KPGXNU,2014-01-01,1
B00433OCYU,2014-01-01,2
B0042UFWP2,2014-01-01,3
B0042UC36S,2014-01-01,1
B0042UC0SO,2014-01-01,1
B0042UAJ6Y,2014-01-01,1
B0042U91T0,2014-01-01,1
B0042U73CW,2014-01-01,1
B0042U734K,2014-01-01,1
B0042L21LE,2014-01-01,1
B0042HQBQ4,2014-01-01,3
B0042H8ALI,2014-01-01,1
B0042GMYZW,2014-01-01,1
B004386MMU,2014-01-01,4
B0042GKKN0,2014-01-01,2
B0041VG0FI,2014-01-01,1
B0041E6AD2,2014-01-01,1
B0041BRN2M,2014-01-01,1
B0041ANRVY,2014-01-01,3
B0041978C4,2014-01-01,1
B00411QRXI,2014-01-01,1
B0040NX2BC,2014-01-01,1
B0040I533M,2014-01-01,1
B0040I14L2,2014-01-01,1
B0040GW24C,2014-01-01,1
B0040B5ZEG,2014-01-01,1
B003ZG3MEC,2014-01-01,1
B0042970G2,2014-01-01,1
B003ZBIRFQ,2014-01-01,1
B004386N88,2014-01-01,1
B0043CJC3C,2014-01-01,3
B0045E9QX4,2014-01-01,1
B0045CKDDI,2014-01-01,1
B0045CKCI4,2014-01-01,1
B00455ZFOW,2014-01-01,1
B00455VWTE,2014-01-01,2
B0044VO0WK,2014-01-01,1
B0044JTID8,2014-01-01,1
B0044BF4L6,2014-01-01,1
B0043ZFAIA,2014-01-01,1
B0043ZDFEQ,2014-01-01,13
B0043Z809Q,2014-01-01,1
B0043XV18K,2014-01-01,1
B00438AAF0,2014-01-01,1
B0043XDP8Y,2014-01-01,1
B0043X6AMW,2014-01-01,4
B0043WJPHU,2014-01-01,1
B0043UL1AQ,2014-01-01,1
B0043TGBAW,2014-01-01,1
B0043TBMBK,2014-01-01,3
B0043RSUJY,2014-01-01,1
B0043RIGG6,2014-01-01,1
B0043O5CXE,2014-01-01,1
B0043IOGIM,2014-01-01,2
B0043CNW9W,2014-01-01,1
B0043CKUAQ,2014-01-01,1
B0043CKU9W,2014-01-01,1
B0043XC0MG,2014-01-01,1
B003Z6LD7K,2014-01-01,1
B003YZG0WU,2014-01-01,1
B003YGLR22,2014-01-01,1
B003RRI4QK,2014-01-01,1
B003RRFVYS,2014-01-01,1
B003RJ7UG8,2014-01-01,1
B003RFUULO,2014-01-01,2
B003R8FBP6,2014-01-01,3
B003R4XIXC,2014-01-01,1
B003PY3DSO,2014-01-01,2
B003P65N4E,2014-01-01,1
B003P2DOC6,2014-01-01,1
B003P2C67A,2014-01-01,1
B003NXAZZG,2014-01-01,1
B003NX09GQ,2014-01-01,1
B003SX8T3G,2014-01-01,1
B003NKYU96,2014-01-01,1
B003NJVBPS,2014-01-01,2
B003N53G28,2014-01-01,2
B003N0KRJ8,2014-01-01,1
B003MTZ2FE,2014-01-01,1
B003MNHXHA,2014-01-01,1
B003ME7JIW,2014-01-01,1
B003LXV2UA,2014-01-01,1
B003LXQ6UQ,2014-01-01,1
B003LWW9EO,2014-01-01,1
B003LWLF08,2014-01-01,1
B003L0N8JQ,2014-01-01,2
B003L0I4YK,2014-01-01,1
B003NJXS6S,2014-01-01,1
B003T44BHM,2014-01-01,1
B003TBZGWO,2014-01-01,1
B003TQPP7U,2014-01-01,1
B003YAXFKU,2014-01-01,1
B003Y3ZTKG,2014-01-01,7
B003Y3XTJO,2014-01-01,2
B003Y3XOBM,2014-01-01,1
B003Y3XO4O,2014-01-01,1
B003Y3SRAU,2014-01-01,1
B003Y3OR72,2014-01-01,1
B003Y3MK9O,2014-01-01,1
B003Y3FSF2,2014-01-01,1
B003Y35H44,2014-01-01,1
B003XXGBEK,2014-01-01,1
B003X73QA8,2014-01-01,5
B003W8OQJI,2014-01-01,1
B003W5GV2Q,2014-01-01,1
B003W5DA4I,2014-01-01,1
B003VXHTG6,2014-01-01,10
B003URCBDE,2014-01-01,1
B003UPM8CA,2014-01-01,4
B003UPGIU8,2014-01-01,1
B003UPGILC,2014-01-01,1
B003UM8RLY,2014-01-01,1
B003UJIW76,2014-01-01,1
B003UHNTPI,2014-01-01,1
B003U9ZQDO,2014-01-01,1
B003U08RWA,2014-01-01,1
B003TWWWIO,2014-01-01,1
B003TVQ8LC,2014-01-01,1
B004XNDZQQ,2014-01-01,8
B002SZ0XN4,2014-01-01,1
B004XNE02E,2014-01-01,1
B004XPP9Y0,2014-01-01,3
B006MOQ0R0,2014-01-01,1
B006MOOUHM,2014-01-01,1
B006M6Y5J8,2014-01-01,1
B006M6W0AY,2014-01-01,2
B006M4I3MA,2014-01-01,2
B006LXUPV4,2014-01-01,1
B006LWWRDO,2014-01-01,2
B006LWUNIK,2014-01-01,1
B006LMM2W0,2014-01-01,1
B006LKVKA2,2014-01-01,1
B006L5O9GY,2014-01-01,3
B006KYJLAK,2014-01-01,2
B006MT8U28,2014-01-01,1
B006KYH2G0,2014-01-01,5
B006K52QEW,2014-01-01,1
B006JETHAA,2014-01-01,1
B006JAX0F2,2014-01-01,1
B006JAWZUS,2014-01-01,1
B006JAWXFU,2014-01-01,1
B006J9XMBA,2014-01-01,1
B006ITCP64,2014-01-01,1
B006ITABCO,2014-01-01,1
B006ITA98K,2014-01-01,1
B006HNTU14,2014-01-01,1
B006HNT1OA,2014-01-01,1
B006H3EYII,2014-01-01,1
B006K7ZPG6,2014-01-01,2
B006H1ME5A,2014-01-01,4
B006N0YR5K,2014-01-01,1
B006N9ASOA,2014-01-01,1
B006TE0T5W,2014-01-01,1
B006TDX20M,2014-01-01,1
B006RCWE68,2014-01-01,2
B006RCWADA,2014-01-01,1
B006QWZ5C4,2014-01-01,1
B006QWZ330,2014-01-01,1
B006QWV0G4,2014-01-01,1
B006QSY2WW,2014-01-01,1
B006Q77W8Y,2014-01-01,4
B006PF0C3O,2014-01-01,2
B006PAZNFG,2014-01-01,1
B006P8L1PO,2014-01-01,1
B006N51LE0,2014-01-01,1
B006P8KLCI,2014-01-01,1
B006P8F182,2014-01-01,1
B006P7JBNY,2014-01-01,1
B006P2Q9IY,2014-01-01,1
B006P2Q92A,2014-01-01,3
B006P06BPM,2014-01-01,1
B006OYMQK8,2014-01-01,1
B006ONYAIA,2014-01-01,3
B006ONY954,2014-01-01,1
B006OJKDJ4,2014-01-01,2
B006OJKCYA,2014-01-01,3
B006OITL0M,2014-01-01,1
B006OITIWS,2014-01-01,3
B006P8G7JE,2014-01-01,1
B006TGX9V6,2014-01-01,1
B006GTSCRC,2014-01-01,2
B006G223EM,2014-01-01,1
B0065SSG84,2014-01-01,1
B0065KTON8,2014-01-01,1
B0065GEFMC,2014-01-01,1
B00658KG9G,2014-01-01,1
B00650BPWQ,2014-01-01,1
B0064Y5ZBU,2014-01-01,2
B0064Y2CLQ,2014-01-01,3
B0064AXEVW,2014-01-01,1
B0063JFJ30,2014-01-01,1
B0063BT8G2,2014-01-01,3
B0062WV70W,2014-01-01,7
B0062WV57W,2014-01-01,2
B0065V01P2,2014-01-01,1
B0062UTJBI,2014-01-01,1
B0062IQPPI,2014-01-01,5
B0062FU8KY,2014-01-01,1
B0062A59FS,2014-01-01,1
B0061RCTJG,2014-01-01,1
B0061RAN76,2014-01-01,1
B0060BHZS8,2014-01-01,1
B006039LYM,2014-01-01,1
B005ZWC8MQ,2014-01-01,1
B005Y5F5QA,2014-01-01,1
B005Y0R810,2014-01-01,1
B005XRURY4,2014-01-01,1
B005XRUQZE,2014-01-01,1
B0062UQKI8,2014-01-01,1
B006G8TS8A,2014-01-01,1
B00675J1XE,2014-01-01,1
B0067CC64S,2014-01-01,1
B006G21VMC,2014-01-01,1
B006G21U8M,2014-01-01,1
B006FY5GDG,2014-01-01,1
B006FS247I,2014-01-01,1
B006EAW9GI,2014-01-01,2
B006DEF9LC,2014-01-01,1
B006CS7UXO,2014-01-01,1
B006CLTVSS,2014-01-01,1
B006CLTRAK,2014-01-01,1
B006CLTH96,2014-01-01,1
B006CFF9KS,2014-01-01,1
B006BXV4JG,2014-01-01,3
B0067C9952,2014-01-01,2
B006BXTUII,2014-01-01,3
B006BXTPKQ,2014-01-01,1
B006BXT82Q,2014-01-01,1
B006AREZAS,2014-01-01,1
B0068CAPCC,2014-01-01,2
B00689J7TW,2014-01-01,1
B0067XUS60,2014-01-01,1
B0067XTZPA,2014-01-01,1
B0067V713K,2014-01-01,1
B0067T2FEC,2014-01-01,1
B0067DA1TO,2014-01-01,1
B0067DA11M,2014-01-01,1
B0067D6NE6,2014-01-01,1
B006BXTU6A,2014-01-01,2
B005XRUOFQ,2014-01-01,1
B006U6460I,2014-01-01,2
B006UO63P6,2014-01-01,1
B007HID3AW,2014-01-01,1
B007HID34S,2014-01-01,1
B007HID2KI,2014-01-01,1
B007HID1ZO,2014-01-01,1
B007HID19K,2014-01-01,1
B007HBMJD6,2014-01-01,2
B007H01EZQ,2014-01-01,1
B007GYEGHQ,2014-01-01,2
B007GU45FI,2014-01-01,1
B007GHKVZY,2014-01-01,4
B007GG4Q8I,2014-01-01,2
B007G3SEFW,2014-01-01,1
B007HIDUDC,2014-01-01,1
B007G3S8RG,2014-01-01,1
B007F5K9N6,2014-01-01,1
B007F5J8IS,2014-01-01,1
B007F5J1YE,2014-01-01,1
B007EPSUCE,2014-01-01,2
B007EMH9ME,2014-01-01,1
B007EMBIA8,2014-01-01,1
B007ECD0AO,2014-01-01,1
B007D5DW6Y,2014-01-01,2
B007D5DVLA,2014-01-01,1
B007D5DUBG,2014-01-01,1
B007BZM30M,2014-01-01,2
B007B6VOKQ,2014-01-01,1
B007G0OUVW,2014-01-01,2
B007B6VOII,2014-01-01,1
B007HIEBV2,2014-01-01,1
B007I9NKAI,2014-01-01,1
B007LE341K,2014-01-01,2
B007LE2Y16,2014-01-01,2
B007LAZ9OO,2014-01-01,1
B007LAZ7L4,2014-01-01,1
B007KTA9PU,2014-01-01,1
B007KT6WT2,2014-01-01,1
B007JOMSBO,2014-01-01,2
B007JOMBJ8,2014-01-01,1
B007JOM5XA,2014-01-01,2
B007JOM5D0,2014-01-01,1
B007JCPEZ8,2014-01-01,5
B007JCPEVM,2014-01-01,7
B007HVB7GQ,2014-01-01,1
B007JCPELM,2014-01-01,2
B007J7MW58,2014-01-01,1
B007J7LJYI,2014-01-01,2
B007J29C7O,2014-01-01,1
B007IXHASW,2014-01-01,2
B007IXH79Y,2014-01-01,1
B007IXGNB2,2014-01-01,1
B007IUFDQQ,2014-01-01,1
B007IUDV3S,2014-01-01,1
B007IR7SRG,2014-01-01,2
B007IJGW5I,2014-01-01,1
B007IJEXNG,2014-01-01,3
B007I9O714,2014-01-01,1
B007JCP8NG,2014-01-01,2
B006UO62BG,2014-01-01,1
B007B22QHU,2014-01-01,1
B007APDB3Q,2014-01-01,1
B0070X0PUA,2014-01-01,2
B0070PVNRW,2014-01-01,2
B0070PUXSC,2014-01-01,4
B0070CF7UY,2014-01-01,1
B006ZUES6G,2014-01-01,1
B006ZUE15E,2014-01-01,1
B006ZM4YBS,2014-01-01,1
B006ZKHNE0,2014-01-01,1
B006ZGGFBG,2014-01-01,1
B006ZDUDS0,2014-01-01,1
B006ZDU9SY,2014-01-01,2
B006ZDSEDG,2014-01-01,1
B0070X1OXM,2014-01-01,1
B006ZDSAY4,2014-01-01,4
B006ZDS8AA,2014-01-01,2
B006ZDS7Q0,2014-01-01,1
B006Z1Z67U,2014-01-01,1
B006Z1XZFK,2014-01-01,7
B006WWUEE2,2014-01-01,2
B006WV6DSY,2014-01-01,1
B006WBYEJO,2014-01-01,2
B006W9WGN2,2014-01-01,2
B006W9T31K,2014-01-01,2
B006VRGLZY,2014-01-01,3
B006VRG3K2,2014-01-01,4
B006UO63VU,2014-01-01,2
B006ZDS9AE,2014-01-01,1
B007AYKYE6,2014-01-01,2
B0070YLYWM,2014-01-01,1
B0071T66KQ,2014-01-01,1
B007A60FSO,2014-01-01,1
B0079W6MOA,2014-01-01,1
B0079QOFYU,2014-01-01,1
B00792T1U2,2014-01-01,1
B0078ZB7FM,2014-01-01,1
B0078ZB79S,2014-01-01,1
B0077X9MIY,2014-01-01,1
B0077JWTEC,2014-01-01,1
B0077FOFMA,2014-01-01,2
B0076T1CU0,2014-01-01,1
B0076HIKCU,2014-01-01,1
B0076DE16S,2014-01-01,1
B0071FB3BW,2014-01-01,2
B0076BWEJ6,2014-01-01,1
B0075PWV7S,2014-01-01,2
B0075PWTPM,2014-01-01,1
B0075HP5MY,2014-01-01,1
B0075FLWO6,2014-01-01,1
B0075FLUF2,2014-01-01,1
B0075CR21G,2014-01-01,1
B0075CQEC4,2014-01-01,1
B0074Z4VGI,2014-01-01,1
B0073WOIM4,2014-01-01,1
B00731NXO4,2014-01-01,2
B0072PXBXY,2014-01-01,1
B0072CG57G,2014-01-01,1
B0075PZJJU,2014-01-01,2
B005XOQG1U,2014-01-01,9
B005XOPFWQ,2014-01-01,1
B005XM09HO,2014-01-01,1
B00582KHQ2,2014-01-01,1
B005809C7O,2014-01-01,1
B0057UVMG4,2014-01-01,1
B0057UVLVK,2014-01-01,1
B0057U5F62,2014-01-01,1
B0057U1O1M,2014-01-01,2
B0057TSGK0,2014-01-01,1
B0057PSUZA,2014-01-01,2
B0057LULN8,2014-01-01,1
B005636FKU,2014-01-01,3
B0055YASWG,2014-01-01,1
B0055UY6YG,2014-01-01,2
B005859DYQ,2014-01-01,1
B0055HVX7W,2014-01-01,6
B0055DNILK,2014-01-01,1
B0055DNHVG,2014-01-01,1
B00553QVSC,2014-01-01,1
B00551MLPG,2014-01-01,1
B0054YGT3Y,2014-01-01,2
B0054S2QPU,2014-01-01,1
B0054MZ4TG,2014-01-01,2
B0054JVNJO,2014-01-01,1
B0054IPLHU,2014-01-01,1
B00548H0QU,2014-01-01,3
B00546X9PS,2014-01-01,1
B005468UQ6,2014-01-01,1
B0055DNJJ6,2014-01-01,1
B005466K86,2014-01-01,1
B00585AEOY,2014-01-01,1
B0058U20Y6,2014-01-01,2
B005CCZKJM,2014-01-01,1
B005CCXF8U,2014-01-01,1
B005C7POLQ,2014-01-01,1
B005C7OIVS,2014-01-01,3
B005C7N5VW,2014-01-01,1
B005C0WN3U,2014-01-01,1
B005BYUQ68,2014-01-01,1
B005BVZN7S,2014-01-01,1
B005BIBRVC,2014-01-01,2
B005AJ8A94,2014-01-01,2
B005AABV6M,2014-01-01,3
B005AABENW,2014-01-01,1
B0058TIUQ4,2014-01-01,1
B005A2Y2SO,2014-01-01,1
B0059YX0KY,2014-01-01,1
B0059YVNZ8,2014-01-01,1
B0059VLOXC,2014-01-01,1
B0059R5N74,2014-01-01,1
B0059M5Q7Q,2014-01-01,1
B0059GYLPK,2014-01-01,1
B0059F7IKG,2014-01-01,1
B00598WMTK,2014-01-01,1
B00595QP8C,2014-01-01,2
B0058ZFU2K,2014-01-01,2
B0058XDL8M,2014-01-01,1
B0058U21N6,2014-01-01,2
B005A1ER0I,2014-01-01,1
B005CCZL50,2014-01-01,1
B00544I8HO,2014-01-01,1
B0053V0MJ0,2014-01-01,1
B00508XP8G,2014-01-01,1
B004ZMJQL8,2014-01-01,1
